reference,unit,value,lib_id,x_mm,y_mm,angle,mirror,pins_nets
K1,1,K_0073,DVB_K:K_0073,52.705,84.455,90,,1:unconnected-(K1-NC-Pad1); 10:GND; 11:GND; 12:+3.3V; 13:GND; 14:+3.3V; 15:+3.3V; 16:+3.3V; 17:/FMC_NEx; 18:/OLED_RESET; 19:/FMC_Ax; 2:+12V; 20:/FMC_NWE; 21:/FMC_NOE; 22:/FMC_D0; 23:/FMC_D1; 24:/FMC_D2; 25:/FMC_D3; 26:/FMC_D4; 27:/FMC_D5; 28:/FMC_D6; 29:/FMC_D7; 3:Net-(K1-VP); 30:unconnected-(K1-NC-Pad30); 31:+12V; 4:Net-(K1-VCOMH); 5:Net-(K1-VLOGIC); 6:+12V; 7:Net-(K1-IREF); 8:+12V; 9:unconnected-(K1-NC-Pad9)
#PWR02,1,+15V,DVB_Power:+15V,26.035,280.67,0,,1:None
#PWR0191,1,GND,DVB_Power:GND,26.67,197.485,0,,1:None
#PWR0141,1,+3.3V,DVB_Power:+3.3V,483.87,29.21,0,,1:None
C36,1,C_0080,DVB_C:C_0080,358.775,73.025,0,,1:Net-(U2-VLXSMPS); 2:GND
C90,1,C_0040,DVB_C:C_0040,103.505,297.18,180,,1:GND; 2:+3.3V
#PWR014,1,GND,DVB_Power:GND,103.505,300.99,0,,1:None
#PWR0143,1,VREF+,DVB_Power:VREF+,483.87,57.785,0,,1:None
C7,1,C_0036,DVB_C:C_0036,26.035,284.48,180,,1:GND; 2:+15
R13,1,R_0001,DVB_R:R_0001,121.92,65.405,90,,1:/CIS_ADC_2; 2:Net-(K2-Pin_11)
R14,1,R_0001,DVB_R:R_0001,121.92,71.12,90,,1:/CIS_ADC_1; 2:Net-(K2-Pin_10)
#PWR0194,1,GND,DVB_Power:GND,115.57,197.485,0,,1:None
#PWR0195,1,+12V,DVB_Power:+12V,115.57,189.865,0,,1:None
R15,1,R_0134,DVB_R:R_0134,143.51,69.85,0,,1:Net-(K2-Pin_5); 2:/CIS_CP_TTL
Q1,1,Q_0002,DVB_Q:Q_0002,161.925,69.85,0,,1:/CIS_LED_R; 2:GND; 3:Net-(Q1-D)
Q2,1,Q_0002,DVB_Q:Q_0002,174.625,69.85,0,,1:/CIS_LED_G; 2:GND; 3:Net-(Q2-D)
Q3,1,Q_0002,DVB_Q:Q_0002,187.325,69.85,0,,1:/CIS_LED_B; 2:GND; 3:Net-(Q3-D)
#PWR0196,1,GND,DVB_Power:GND,164.465,74.295,0,,1:None
#PWR0197,1,GND,DVB_Power:GND,177.165,74.295,0,,1:None
#PWR0198,1,GND,DVB_Power:GND,189.865,74.295,0,,1:None
C37,1,C_0001,DVB_C:C_0001,138.43,69.85,180,,1:GND; 2:Net-(K2-Pin_5)
#PWR0230,1,+5V,DVB_Power:+5V,146.05,55.88,180,,1:None
#PWR0229,1,GND,DVB_Power:GND,140.97,55.88,0,,1:None
U4,1,U_0134,DVB_U:U_0134,59.055,292.1,0,,1:GND; 10:Net-(C89-Pad2); 11:Net-(C89-Pad2); 12:Net-(U4-BST); 13:Net-(U4-INTVcc); 14:+3.3V; 15:unconnected-(U4-PG-Pad15); 16:+3.3V; 17:GND; 2:Net-(U4-TR/SS); 3:Net-(U4-RT); 4:+15; 5:+15; 6:+15; 7:unconnected-(U4-NC-Pad7); 8:GND; 9:Net-(C89-Pad2)
#FLG0105,1,P_FLG,DVB_Power:P_FLG,115.57,189.865,270,,1:None
U8,1,U_0133,DVB_U:U_0133,276.225,240.03,0,,1:+3.3V; 10:GND; 11:GND; 12:GND; 13:GND; 14:Net-(U8-REGOUT); 15:GND; 16:+3.3V; 2:/MEMS_SCLK; 3:/MEMS_MOSI; 4:/MEMS_MISO; 5:/MEMS_CS; 6:/MEMS_INT; 7:unconnected-(U8-RESV-Pad7); 8:/MEMS_FSYNC; 9:GND
#PWR0232,1,GND,DVB_Power:GND,138.43,73.66,0,,1:None
#FLG0106,1,P_FLG,DVB_Power:P_FLG,367.665,69.215,0,,1:None
#FLG0107,1,P_FLG,DVB_Power:P_FLG,367.665,64.135,0,,1:None
#FLG0108,1,P_FLG,DVB_Power:P_FLG,374.015,76.835,0,,1:None
#FLG0109,1,P_FLG,DVB_Power:P_FLG,490.22,39.37,0,,1:None
F1,1,F_0002,DVB_F:F_0002,361.315,309.245,270,,1:Net-(J2-V+); 2:+15
SW1,1,SW_0003,DVB_SW:SW_0003,191.77,203.835,90,,1:unconnected-(SW1-Pad1); 2:GND; 3:Net-(R26-Pad2); 4:unconnected-(SW1-Pad4)
R42,1,R_0020,DVB_R:R_0020,204.47,192.405,0,,1:+3.3V; 2:/SW_1
R26,1,R_0005,DVB_R:R_0005,200.66,198.755,270,,1:/SW_1; 2:Net-(R26-Pad2)
C53,1,C_0002,DVB_C:C_0002,204.47,205.105,0,y,1:/SW_1; 2:GND
#PWR0238,1,GND,DVB_Power:GND,204.47,208.915,0,,1:None
#PWR0239,1,+3.3V,DVB_Power:+3.3V,204.47,188.595,0,,1:None
#PWR0240,1,GND,DVB_Power:GND,196.85,208.915,0,,1:None
SW2,1,SW_0003,DVB_SW:SW_0003,144.78,204.47,90,,1:unconnected-(SW2-Pad1); 2:GND; 3:Net-(R27-Pad2); 4:unconnected-(SW2-Pad4)
R43,1,R_0020,DVB_R:R_0020,157.48,193.04,0,,1:+3.3V; 2:/SW_2
R27,1,R_0005,DVB_R:R_0005,153.67,199.39,270,,1:/SW_2; 2:Net-(R27-Pad2)
C56,1,C_0002,DVB_C:C_0002,157.48,205.74,0,y,1:/SW_2; 2:GND
#PWR0244,1,GND,DVB_Power:GND,157.48,209.55,0,,1:None
#PWR0245,1,+3.3V,DVB_Power:+3.3V,157.48,189.23,0,,1:None
#PWR0246,1,GND,DVB_Power:GND,149.86,209.55,0,,1:None
SW3,1,SW_0003,DVB_SW:SW_0003,168.275,203.835,90,,1:unconnected-(SW3-Pad1); 2:GND; 3:Net-(R19-Pad2); 4:unconnected-(SW3-Pad4)
R22,1,R_0020,DVB_R:R_0020,180.975,192.405,0,,1:+3.3V; 2:/SW_3
R19,1,R_0005,DVB_R:R_0005,177.165,198.755,270,,1:/SW_3; 2:Net-(R19-Pad2)
C42,1,C_0002,DVB_C:C_0002,180.975,205.105,0,y,1:/SW_3; 2:GND
#PWR0247,1,GND,DVB_Power:GND,180.975,208.915,0,,1:None
#PWR0248,1,+3.3V,DVB_Power:+3.3V,180.975,188.595,0,,1:None
#PWR0249,1,GND,DVB_Power:GND,173.355,208.915,0,,1:None
C69,1,C_0044,DVB_C:C_0044,468.63,48.895,180,,1:GND; 2:+3.3V
#PWR030,1,GND,DVB_Power:GND,111.76,80.01,0,,1:None
#PWR033,1,+5V,DVB_Power:+5V,115.57,253.365,0,,1:None
#PWR0154,1,+3.3V,DVB_Power:+3.3V,180.975,252.095,0,,1:None
C72,1,C_0003,DVB_C:C_0003,367.665,80.645,0,x,1:GND; 2:Net-(U2-VFBSMPS)
D4,1,D_0001,DVB_D:D_0001,180.975,255.905,270,x,1:Net-(D4-K); 2:+3.3V
R11,1,R_0020,DVB_R:R_0020,176.53,374.65,180,,1:GND; 2:/ETH_RST
L8,1,L_0017,DVB_L:L_0017,26.67,222.885,90,,1:Net-(U3-Vin); 2:+15
#PWR0148,1,GND,DVB_Power:GND,273.05,77.47,0,,1:None
C28,1,C_0028,DVB_C:C_0028,118.11,76.2,180,,1:GND; 2:/CIS_ADC_1
#PWR036,1,AVDD,DVB_Power:AVDD,135.89,55.88,180,,1:None
#PWR0150,1,+3.3V,DVB_Power:+3.3V,241.3,81.28,0,,1:None
#PWR0123,1,GND,DVB_Power:GND,267.97,99.06,0,,1:None
#PWR043,1,+3.3V,DVB_Power:+3.3V,296.545,210.185,0,,1:None
U7,1,U_0138,DVB_U:U_0138,262.89,88.9,0,,1:/QSPI_nCS; 2:/QSPI_IO1; 3:/QSPI_IO2; 4:GND; 5:/QSPI_IO0; 6:/QSPI_CLK; 7:/QSPI_IO3; 8:+3.3V
#PWR0138,1,AVDD,DVB_Power:AVDD,173.355,106.045,0,,1:None
#PWR023,1,GND,DVB_Power:GND,45.72,257.175,270,,1:None
L3,1,L_0017,DVB_L:L_0017,102.235,226.695,180,,1:AVDD; 2:Net-(U3-Vout)
R18,1,R_0053,DVB_R:R_0053,171.45,263.525,0,,1:Net-(D3-K); 2:/LED1
#PWR027,1,GND,DVB_Power:GND,88.9,234.315,0,,1:None
R2,1,R_0064,DVB_R:R_0064,296.545,213.995,180,,1:/MEMS_INT; 2:+3.3V
R16,1,R_0053,DVB_R:R_0053,189.865,263.525,0,,1:Net-(D1-K); 2:/LED3
C64,1,C_0036,DVB_C:C_0036,88.9,257.175,0,,1:+5V; 2:GND
R35,1,R_0175,DVB_R:R_0175,164.465,344.17,90,,1:/RMII_RXD1; 2:Net-(U14-RXD1/MODE1)
#PWR019,1,GND,DVB_Power:GND,26.67,260.985,0,,1:None
C31,1,C_0044,DVB_C:C_0044,35.56,230.505,180,,1:GND; 2:Net-(U3-Vin)
#PWR035,1,GND,DVB_Power:GND,118.11,80.01,0,,1:None
C19,1,C_0003,DVB_C:C_0003,26.67,257.175,0,y,1:+15; 2:GND
#PWR024,1,GND,DVB_Power:GND,73.66,241.935,0,,1:None
C58,1,C_0001,DVB_C:C_0001,73.66,238.125,0,,1:Net-(U3-BPASS); 2:GND
C41,1,C_0044,DVB_C:C_0044,287.655,375.285,180,,1:GND; 2:Net-(U14-VDDCR)
#PWR039,1,+3.3V,DVB_Power:+3.3V,372.11,29.845,0,,1:None
K3,1,K_0100,DVB_K:K_0100,354.965,172.085,0,,1:/DEBUG_RX; 2:/DEBUG_TX; 3:/RST; 4:/SWD-CLK; 5:/SWD-IO; 6:GND
L9,1,L_0017,DVB_L:L_0017,26.67,334.645,90,,1:Net-(U5-EN); 2:AVDD
#PWR041,1,GND,DVB_Power:GND,488.95,57.785,180,,1:None
C51,1,C_0044,DVB_C:C_0044,35.56,257.175,180,,1:GND; 2:+15
#PWR040,1,GND,DVB_Power:GND,506.095,36.83,0,,1:None
#PWR018,1,+15V,DVB_Power:+15V,26.67,253.365,0,,1:None
C65,1,C_0040,DVB_C:C_0040,115.57,230.505,180,,1:GND; 2:AVDD
#PWR025,1,GND,DVB_Power:GND,73.66,268.605,0,,1:None
#PWR026,1,GND,DVB_Power:GND,91.44,346.075,0,,1:None
L10,1,L_0017,DVB_L:L_0017,109.22,338.455,180,,1:VERF+; 2:Net-(C14-Pad1)
R29,1,R_0175,DVB_R:R_0175,302.26,306.705,0,,1:Net-(U14-VDD1A); 2:/TX_N
R40,1,R_0175,DVB_R:R_0175,164.465,369.57,270,,1:Net-(U14-nINT/REFCLKO); 2:/RMII_REF_CLK
C5,1,C_0003,DVB_C:C_0003,26.67,230.505,0,y,1:Net-(U3-Vin); 2:GND
#FLG01,1,P_FLG,DVB_Power:P_FLG,115.57,226.695,270,,1:None
#PWR0134,1,GND,DVB_Power:GND,176.53,378.46,0,,1:None
#PWR017,1,GND,DVB_Power:GND,26.67,234.315,0,,1:None
C63,1,C_0036,DVB_C:C_0036,88.9,230.505,0,,1:Net-(U3-Vout); 2:GND
C68,1,C_0003,DVB_C:C_0003,506.095,33.02,0,x,1:GND; 2:VERF+
R21,1,R_0053,DVB_R:R_0053,180.975,263.525,0,,1:Net-(D4-K); 2:/LED2
#PWR021,1,GND,DVB_Power:GND,35.56,260.985,0,,1:None
R30,1,R_0175,DVB_R:R_0175,307.34,306.705,0,,1:Net-(U14-VDD1A); 2:/RX_P
C50,1,C_0002,DVB_C:C_0002,273.05,73.66,0,,1:+3.3V; 2:GND
#PWR022,1,GND,DVB_Power:GND,45.72,230.505,270,,1:None
R37,1,R_0175,DVB_R:R_0175,164.465,353.06,90,,1:/RMII_CRS_DV; 2:Net-(U14-CRS_DV/MODE2)
#PWR020,1,GND,DVB_Power:GND,35.56,234.315,0,,1:None
D3,1,D_0001,DVB_D:D_0001,171.45,255.905,270,x,1:Net-(D3-K); 2:+3.3V
#PWR016,1,+15V,DVB_Power:+15V,26.67,219.075,0,,1:None
U10,1,U_0139,DVB_U:U_0139,276.225,196.215,0,,1:/MEMS_MISO; 10:unconnected-(U10-RESV-Pad10); 11:GND; 12:/MEMS_CS; 13:/MEMS_SCLK; 14:/MEMS_MOSI; 2:unconnected-(U10-RESV-Pad2); 3:unconnected-(U10-RESV-Pad3); 4:/MEMS_INT; 5:+3.3V; 6:GND; 7:GND; 8:+3.3V; 9:/MEMS_FSYNC
#PWR0149,1,+3.3V,DVB_Power:+3.3V,267.97,69.85,0,,1:None
#PWR034,1,GND,DVB_Power:GND,115.57,260.985,0,,1:None
#FLG03,1,P_FLG,DVB_Power:P_FLG,115.57,338.455,270,,1:None
R10,1,R_0020,DVB_R:R_0020,372.11,33.655,180,,1:/RST; 2:+3.3V
R7,1,R_0173,DVB_R:R_0173,81.28,198.12,0,,1:+12V; 2:Net-(U1-FB)
C71,1,C_0003,DVB_C:C_0003,349.25,67.945,0,x,1:GND; 2:Net-(U2-VDDSMPS)
R31,1,R_0175,DVB_R:R_0175,312.42,306.705,0,,1:Net-(U14-VDD1A); 2:/RX_N
#FLG02,1,P_FLG,DVB_Power:P_FLG,115.57,253.365,270,,1:None
U9,1,U_0144,DVB_U:U_0144,59.69,257.175,0,,1:+15; 2:GND; 3:/5V_EN; 4:Net-(U9-BPASS); 5:+5V
#PWR029,1,GND,DVB_Power:GND,105.41,80.01,0,,1:None
#PWR0151,1,AVDD,DVB_Power:AVDD,26.67,330.835,0,,1:None
C24,1,C_0014,DVB_C:C_0014,88.9,198.12,0,,1:+12V; 2:Net-(U1-FB)
C26,1,C_0028,DVB_C:C_0028,105.41,76.2,180,,1:GND; 2:/CIS_ADC_3
C39,1,C_0068,DVB_C:C_0068,276.86,375.285,0,,1:Net-(U14-VDDCR); 2:GND
C27,1,C_0028,DVB_C:C_0028,111.76,76.2,180,,1:GND; 2:/CIS_ADC_2
R34,1,R_0175,DVB_R:R_0175,164.465,340.995,90,,1:/RMII_RXD0; 2:Net-(U14-RXD0/MODE0)
#PWR037,1,+3.3V,DVB_Power:+3.3V,276.225,186.055,0,,1:None
#PWR0152,1,GND,DVB_Power:GND,468.63,52.705,0,,1:None
C59,1,C_0001,DVB_C:C_0001,73.66,264.795,0,,1:Net-(U9-BPASS); 2:GND
#PWR028,1,GND,DVB_Power:GND,88.9,260.985,0,,1:None
R50,1,R_0020,DVB_R:R_0020,241.3,85.09,180,,1:/QSPI_nCS; 2:+3.3V
#PWR032,1,GND,DVB_Power:GND,115.57,234.315,0,,1:None
R28,1,R_0175,DVB_R:R_0175,297.18,306.705,0,,1:Net-(U14-VDD1A); 2:/TX_P
#PWR031,1,AVDD,DVB_Power:AVDD,115.57,226.695,0,,1:None
C25,1,C_0040,DVB_C:C_0040,115.57,342.265,180,,1:GND; 2:VERF+
C61,1,C_0001,DVB_C:C_0001,91.44,342.265,180,,1:GND; 2:Net-(C14-Pad1)
L2,1,L_0010,DVB_L:L_0010,345.44,299.085,270,,1:+3.3V; 2:Net-(U14-VDD1A)
U3,1,U_0144,DVB_U:U_0144,59.69,230.505,0,,1:Net-(U3-Vin); 2:GND; 3:/5V_EN; 4:Net-(U3-BPASS); 5:Net-(U3-Vout)
#PWR0153,1,+3.3V,DVB_Power:+3.3V,171.45,252.095,0,,1:None
#PWR038,1,GND,DVB_Power:GND,276.225,206.375,0,y,1:None
R8,1,R_0174,DVB_R:R_0174,81.28,205.74,0,,1:Net-(U1-FB); 2:GND
#PWR0142,1,AVDD,DVB_Power:AVDD,141.605,101.6,0,,1:None
C67,1,C_0040,DVB_C:C_0040,115.57,257.175,180,,1:GND; 2:+5V
